ダウンロード実行日,2014年01月26日現在,件数,10135件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード
"E25777","内国法人・組合（有価証券報告書等の提出義務者以外）","","","300","","復建調査設計株式会社","","フッケンチョウサセッケイカブシキカイシャ","広島市東区光町２丁目１０番１１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25778","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","株式会社三洋物産","","カブシキガイシャサンヨウブッサン","名古屋市千種区今池三丁目９番２１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25781","個人（組合発行者を除く）","","","","","山﨑　仁","","ヤマサキ　ヒトシ","堺市南区庭代台１丁３１番９号","個人（組合発行者を除く）",""
"E25782","個人（組合発行者を除く）","","","","","羽深　兼介","","ハブカ　ケンスケ","白井市冨士１９８番地の７","個人（組合発行者を除く）",""
"E25783","個人（組合発行者を除く）","","","","","平賀　督基","","ヒラガ　マサキ","文京区目白台３丁目２０番１３号","個人（組合発行者を除く）",""
"E25784","個人（組合発行者を除く）","","","","","佐山　浄道","","サヤマ　ジョウドウ","足立区綾瀬二丁目１９番１３号","個人（組合発行者を除く）",""
"E25785","内国法人・組合（有価証券報告書等の提出義務者以外）","","","20000","","アサヒビール株式会社","","アサヒビールカブシキガイシャ","墨田区吾妻橋一丁目２３番１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25786","内国法人・組合","上場","無","478"," 9月30日","株式会社イーピーミント","EP-Mint Co.,Ltd.","カブシキガイシャイーピーミント","文京区大塚二丁目９番３号　住友不動産音羽ビル","サービス業","60520"
"E25787","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","江口テクノエンタープライズ有限会社","","エグチテクノエンタープライズユウゲンガイシャ","世田谷区中町４－３８－９","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25788","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","ノキア・グロース・パートナーズⅡエル・ピー","","ノキアグロースパートナーズツーエルピー","１９８０１アメリカ合衆国デラウェア州ニューカッスル郡ウェルミントン市オレンジ・ストリート１２０９番地コーポレーション・トラスト・センター","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25790","個人（組合発行者を除く）","","","","","江口　工","","エグチ　タクミ","世田谷区中町４－３８－９","個人（組合発行者を除く）",""
"E25791","内国法人・組合（有価証券報告書等の提出義務者以外）","","","629","","公益財団法人中尾奨学財団","","コウエキザイダンホウジンナカオショウガクザイダン","横浜市緑区十日市場町８８５番地１７","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25793","個人（組合発行者を除く）","","","","","齋藤　豊","","サイトウ　ユタカ","乙訓郡大山崎町字下植野小字竜頭２１番地","個人（組合発行者を除く）",""
"E25797","個人（組合発行者を除く）","","","","","安瀬　洋一","","アセ　ヨウイチ","横須賀市久里浜７丁目３１番１－７１３号","個人（組合発行者を除く）",""
"E25798","個人（組合発行者を除く）","","","","","田代　正美","","タシロ　マサミ","可児市桜ヶ丘７－１０１－６","個人（組合発行者を除く）",""
"E25799","内国法人・組合（有価証券報告書等の提出義務者以外）","","","20","","株式会社ビアンナ","","カブシキカイシャビアンナ","千代田区大手町１－６－１","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25801","個人（組合発行者を除く）","","","","","今田　洋一","","イマダ　ヨウイチ","横浜市中区池袋５２ー１","個人（組合発行者を除く）",""
"E25802","内国法人・組合（有価証券報告書等の提出義務者以外）","","","496","","株式会社日本イノベーション","","カブシキガイシャニホンイノベーション","千代田区西神田二丁目５番６号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25804","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","キップ　ファイブ　ジャパン　リミテッド　パートナーシップ　インコーポレーテッド","","キップ　ファイブ　ジャパン　リミテッド　パートナーシップ　インコーポレーテッド","英領チャネル諸島、ＧＹ１　３ＱＬ、ガーンジー島、セントピーターポート、レスバンケス、トラファルガーコート","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25805","内国法人・組合（有価証券報告書等の提出義務者以外）","","","900","","村田機械株式会社","","ムラタキカイカブシキガイシャ","京都市南区吉祥院南落合町３","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25806","外国法人・組合（有価証券報告書等の提出義務者以外）","","","4","","富通集団（香港）有限公司","","フツウシュウダン　ホンコン　ユウゲンコウシ","香港湾仔港湾道１８号","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25807","個人（組合発行者を除く）","","","","","宮本　彰","","ミヤモト　アキラ","千代田区一番町２０番地７エクレール一番町５０２号","個人（組合発行者を除く）",""
"E25810","個人（組合発行者を除く）","","","","","藤澤　忠司","","フジサワ　タダシ","港区赤坂８－３－２０","個人（組合発行者を除く）",""
"E25811","内国法人・組合","非上場","無","100"," 3月末日","株式会社関西ゴルフ倶楽部","","カブシキガイシャカンサイゴルフクラブ","三木市吉川町吉安８７７番地の１","サービス業",""
"E25813","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","Ｃｂｚサポーターズ株式会社","","シービーゼットサポーターズカブシキガイシャ","文京区後楽１－４－１４","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25814","内国法人・組合（有価証券報告書等の提出義務者以外）","","","12","","ショット日本株式会社","","ショットニッポンカブシキカイシャ","朝霞市泉水三丁目１３番４５号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25816","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","Ｃａｌｌｉｏｐｅ合同会社","","カリオペゴウドウカイシャ","港区西新橋一丁目２番９号ＥＰコンサルティングサービス内","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25817","内国法人・組合","上場","有","328"," 6月30日","株式会社ブレインパッド","BrainPad Inc.","カブシキガイシャブレインパッド","港区白金台三丁目２番１０号","情報・通信業","36550"
"E25818","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","Ａｌｐｈａ　Ｃｏｎｃｅｐｔ　Ｉｎｖｅｓｔｍｅｎｔｓ　Ｌｉｍｉｔｅｄ","","アルファ　コンセプト　インベストメンツ　リミテッド","Ｓｕｉｔｅｓ　２７０１－０３，　Ｏｎｅ　Ｅｘｃｈａｎｇｅ　Ｓｑｕａｒｅ，　Ｃｅｎｔｒａｌ，　Ｈｏｎｇ　Ｋｏｎｇ","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25819","個人（組合発行者を除く）","","","","","南　憲佑","","ミナミ　ケンスケ","港区六本木５－１０－３３－６０１","個人（組合発行者を除く）",""
"E25820","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1935","","ＰＨＩＬＬＩＰ　ＳＥＣＵＲＩＴＩＥＳ　ＰＴＥ　ＬＴＤ","","フィリップセキュリティーズプライベートリミテッド","２５０　ＮＯＲＴＨ　ＢＲＩＤＧＥ　ＲＯＡＤ，＃０６－００　ＲＡＦＦＬＥＳ　ＣＩＴＹ　ＴＯＷＥＲ，ＳＩＮＧＡＰＯＲＥ","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25821","個人（組合発行者を除く）","","","","","武藤　英明","","ムトウ　ヒデアキ","中央区勝どき１丁目８番１－５２０５号","個人（組合発行者を除く）",""
"E25822","外国法人・組合（有価証券報告書等の提出義務者以外）","","","124","","マニング　アンド　ネイピア　アドバイザーズ　インク","","マニング　アンド　ネイピア　アドバイザーズ　インク","アメリカ合衆国１４４５０ニューヨーク州、フェアポート、ウッドクリフドライブ２９０","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25823","個人（組合発行者を除く）","","","","","渡邉　要","","ワタナベ　カナメ","名古屋市昭和区広路町字雲雀ケ岡１６番地","個人（組合発行者を除く）",""
"E25827","個人（組合発行者を除く）","","","","","小野　哲司","","オノ　テツジ","北九州市八幡東区高見２－５－１１","個人（組合発行者を除く）",""
"E25828","個人（組合発行者を除く）","","","","","小野　建","","オノ　ケン","北九州市小倉北区白萩町２－１４－５０５","個人（組合発行者を除く）",""
"E25830","外国法人・組合","非上場","有","759643","12月末日","クレディ・アグリコル・コーポレート・アンド・インベストメント・バンク","","クレディ　アグリコル　コーポレート　アンド　インベストメント　バンク","フランス国、パリ・ラ・デファンス・セデックス、９２９２０、ケ・デュ・プレジドン・ポール・ドゥメール９番地","外国法人・組合",""
"E25832","内国法人・組合（有価証券報告書等の提出義務者以外）","","","34","","常興薬品株式会社","","ジョウコウヤクヒンカブシキガイシャ","瑞浪市陶町水上３１１－２０２","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25833","個人（組合発行者を除く）","","","","","遠藤　素子","","エンドウ　モトコ","瑞浪市陶町水上３１１－２０２","個人（組合発行者を除く）",""
"E25834","個人（組合発行者を除く）","","","","","渋谷　猛","","シブヤ　タケシ","渋谷区猿楽町２４－７　代官山プラザ５０６","個人（組合発行者を除く）",""
"E25836","内国法人・組合（有価証券報告書等の提出義務者以外）","","","15","","株式会社レヴァーレ","","カブシキカイシャレヴァーレ","中央区日本橋本町三丁目８番５号三共産業日本橋本町ビル５階","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25837","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","アロー・チップワンストップ・ホールディングス合同会社","","アローチップワンストップホールディングスゴウドウガイシャ","中央区築地一丁目１２番２２号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25841","個人（組合発行者を除く）","","","","","植田　政廣","","ウエダ　マサヒロ","富士市天間６７５－１１","個人（組合発行者を除く）",""
"E25842","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","フコク生命２０１１基金流動化特定目的会社","","フコクセイメイニセンジュウイチキキンリュウドウカトクテイモクテキカイシャ","港区元赤坂一丁目１番７号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25845","外国法人・組合（有価証券報告書等の提出義務者以外）","","","17391","","ＧＩＬＤＥＭＥＩＳＴＥＲ　Ａｋｔｉｅｎｇｅｓｅｌｌｓｃｈａｆｔ","","ギルデマイスター　アクティエンゲゼルシャフト","ドイツ、ビーレフェルト、ギルデマイスターシュトラーセ６０、ディー－３３６８９","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25850","内国法人・組合","上場","有","51054","12月末日","株式会社ネクソン","NEXON Co., Ltd.","カブシキガイシャネクソン","中央区新川二丁目３番１号","情報・通信業","36590"
"E25855","内国法人・組合（有価証券報告書等の提出義務者以外）","","","8","","有限会社ヤスコーポレーション","","ユウゲンガイシャヤスコーポレーション","仙台市宮城野区鶴ヶ谷８丁目１６番地の１３","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25857","内国法人・組合（有価証券報告書等の提出義務者以外）","","","5550","","株式会社メサイアホールディングス","","カブシキガイシャメサイアホールディングス","港区六本木７丁目１５番１４号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25860","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社ジャパンヘルス＆ビューティー","","カブシキガイシャジャパンヘルスアンドビューティー","渋谷区代々木１丁目２１番１２号ヤマノ２６ビル３Ｆ","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25861","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","オーエヌトラスト株式会社","","オーエヌトラストカブシキガイシャ","北九州市小倉北区西港町１２－１","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25867","内国法人・組合","上場","無","877"," 8月31日","ＫＬａｂ株式会社","","クラブカブシキガイシャ","港区六本木六丁目１０番１号　六本木ヒルズ森タワー","情報・通信業","36560"
"E25870","内国法人・組合","上場","無","287","12月31日","日本管理センター株式会社","","ニホンカンリセンターカブシキガイシャ","中央区八丁堀二丁目２１番６号","不動産業","32760"
"E25871","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","株式会社ＴＭコーポレーション","","カブシキガイシャティーエムコーポレーション","渋谷区神宮前五丁目５３番６７号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25872","個人（組合発行者を除く）","","","","","井上　庄二郎","","イノウエ　ショウジロウ","横浜市鶴見区菅沢町１番２５号","個人（組合発行者を除く）",""
"E25873","個人（組合発行者を除く）","","","","","黒岩　恒雄","","クロイワ　ツネオ","古河市牧野地１９２－１","個人（組合発行者を除く）",""
"E25878","内国法人・組合（有価証券報告書等の提出義務者以外）","","","45","","有限会社山本エステート","","ユウゲンガイシャヤマモトエステート","豊中市南桜塚一丁目２－１－３１９","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25881","個人（組合発行者を除く）","","","","","高橋　隆史","","タカハシ　タカフミ","目黒区柿の木坂２－２５－４","個人（組合発行者を除く）",""
"E25882","個人（組合発行者を除く）","","","","","徐　躍平","","ジョ　ヤクヘイ","千葉市中央区中央３丁目１７番１－７０５号","個人（組合発行者を除く）",""
"E25883","個人（組合発行者を除く）","","","","","レデイ薬局取引先持株会　理事長　佐伯　領","","レデイヤッキョクトリヒキサキモチカブカイ　リジチョウ　サイキ　リョウ","東温市西岡５８７番地２","個人（組合発行者を除く）",""
"E25884","内国法人・組合","上場","有","2044"," 4月末日","株式会社スリー・ディー・マトリックス","3-D Matrix,Ltd.","カブシキガイシャスリーディーマトリックス","千代田区麹町三丁目２番４号","精密機器","77770"
"E25885","個人（組合発行者を除く）","","","","","中山　注次","","ナカヤマ　チュウジ","尼崎市潮江１丁目１０番２―２００５","個人（組合発行者を除く）",""
"E25886","内国法人・組合（有価証券報告書等の提出義務者以外）","","","13","","有限会社デンコウ","","ユウゲンガイシャデンコウ","大垣市禾森町４丁目１９３１番地５","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25887","個人（組合発行者を除く）","","","","","北平　省三","","キタヒラ　ショウゾウ","大阪市中央区上汐２丁目５番２９号","個人（組合発行者を除く）",""
"E25888","内国法人・組合","上場","無","467"," 1月31日","株式会社イーブックイニシアティブジャパン","eBOOK Initiative Japan Co., Ltd.","カブシキガイシャイーブックイニシアティブジャパン","千代田区神田駿河台二丁目９番地","情報・通信業","36580"
"E25889","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社日本クリエイト","","カブシキガイシャニホンクリエイト","横浜市戸塚区平戸町１０８７－１","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25892","個人（組合発行者を除く）","","","","","三柴　照和","","ミシバ　テルカズ","船橋市三山４丁目７番１５－６０８号","個人（組合発行者を除く）",""
"E25895","内国法人・組合（有価証券報告書等の提出義務者以外）","","","20","","ジェイウイング・キャピタル株式会社","","ジェイウイングキャピタルカブシキカイシャ","千代田区神田須田町１－８－３","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25897","個人（組合発行者を除く）","","","","","松川　清喬","","マツカワ　キヨタカ","吹田市古江台３丁目６－１８－４０６","個人（組合発行者を除く）",""
"E25898","内国法人・組合","上場","有","712"," 1月末日","ポールトゥウィン・ピットクルーホールディングス株式会社","Poletowin Pitcrew Holdings,Inc.","ポールトゥウィンピットクルーホールディングスカブシキカイシャ","新宿区西新宿二丁目４番１号","情報・通信業","36570"
"E25899","内国法人・組合","非上場","有","500"," 3月31日","株式会社ＪＭＡホールディングス","JMA Holdings Inc.","カブシキガイシャジェイエムエーホールディングス","港区芝公園三丁目１番２２号","サービス業",""
"E25901","外国政府等","","","1338000","12月31日","韓国政策金融公社","","カンコクセイサクキンユウコウシャ","大韓民国ソウル特別市永登浦区汝矣島洞１６","外国政府等",""
"E25902","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社トップ","","カブシキガイシャトップ","横浜市青葉区新石川四丁目３２番２８号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25911","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2","","株式会社ティ・アイロード","","カブシキガイシャティアイロード","品川区南大井四丁目１１番１４号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25912","個人（組合発行者を除く）","","","","","西木　利彦","","ニシキ　トシヒコ","奈良市鳥見町１丁目３―２","個人（組合発行者を除く）",""
"E25914","個人（組合発行者を除く）","","","","","島　三博","","シマ　ミツヒロ","和歌山市吹上４丁目３番３３号","個人（組合発行者を除く）",""
"E25915","外国法人・組合（有価証券報告書等の提出義務者以外）","","","4","","ニュープレッジインベストメンツリミテッド","","ニュープレッジインベストメンツリミテッド","ブリティッシュバージンアイランズトートーラ市ロードタウンオフショアーインコーポレーションズセンター私書箱９５７号","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25916","個人（組合発行者を除く）","","","","","増田　至克","","マスダ　ヨシカツ","練馬区中村北１－１１－６プラウドタワー練馬２８０３","個人（組合発行者を除く）",""
"E25917","個人（組合発行者を除く）","","","","","浅野　茂太郎","","アサノ　シゲタロウ","松戸市幸田５丁目１２０番地","個人（組合発行者を除く）",""
"E25924","個人（組合発行者を除く）","","","","","佐野　實","","サノ　ミノル","京都市東山区泉涌寺東林町１４番地の１","個人（組合発行者を除く）",""
"E25926","個人（組合発行者を除く）","","","","","石黒　靖規","","イシグロ　ヤスノリ","札幌市中央区伏見４丁目５－１５","個人（組合発行者を除く）",""
"E25927","外国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","ＧＲＡＮＤＡ　ＧＡＬＡＸＹ　ＬＩＭＩＴＥＤ","","グランダギャラクシーリミテッド","Ｓｃｏｔｉａ　Ｃｅｎｔｒｅ，４ｔｈ　Ｆｌｏｏｒ，Ｐ．Ｏ．Ｂｏｘ２８０４，Ｇｅｏｒｇｅ　Ｔｏｗｎ，Ｇｒａｎｄ　Ｃａｙｍａｎ　ＫＹ１－１１１２，Ｃａｙｍａｎ　Ｉｓｌａｎｄｓ．","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25932","個人（組合発行者を除く）","","","","","中野　誠子","","ナカノ　セイコ","目黒区下目黒六丁目１３番４号","個人（組合発行者を除く）",""
"E25933","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","エヌ・シー・ホールディングス株式会社","","エヌシーホールディングスカブシキカイシャ","千代田区丸の内一丁目５番１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25934","内国法人・組合（有価証券報告書等の提出義務者以外）","","","495","","サンリ興産株式会社","","サンリコウサンカブシキカイシャ","港区虎ノ門三丁目８番２１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25937","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","マックスインベストリミテッド","","マックスインベストリミテッド","サモア国アピア市バエア通りロッテモーセンター２階","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25940","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＨＫＴマネジメント・リミテッド","","エイチケイティマネジメントリミテッド","香港、クオーリ・ベイ、９７９　キングス・ロード、タイクー・プレイス、ＰＣＣＷタワー、３９階","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25941","個人（組合発行者を除く）","","","","","佐藤　清之輔","","サトウ　セイノスケ","渋谷区神宮前１丁目１０番１１号－５０１","個人（組合発行者を除く）",""
"E25942","個人（組合発行者を除く）","","","","","八神　基","","ヤガミ　モトイ","名古屋市天白区弥生が岡３２７番地","個人（組合発行者を除く）",""
"E25946","個人（組合発行者を除く）","","","","","石原　勝成","","イシハラ　カツシゲ","安城市南町１３－２１","個人（組合発行者を除く）",""
"E25950","個人（組合発行者を除く）","","","","","池田　清","","イケダ　キヨシ","長岡市北山２丁目５７番地１","個人（組合発行者を除く）",""
"E25951","個人（組合発行者を除く）","","","","","森井　康","","モリイ　ヤスシ","燕市秋葉町４丁目１１番４５号","個人（組合発行者を除く）",""
"E25952","個人（組合発行者を除く）","","","","","庄司　たみ江","","ショウジ　タミエ","文京区小石川２丁目１５番１５号","個人（組合発行者を除く）",""
"E25955","個人（組合発行者を除く）","","","","","神足　泰弘","","コウタリ　ヤスヒロ","芦屋市山手町１４番２号","個人（組合発行者を除く）",""
"E25959","個人（組合発行者を除く）","","","","","高橋　一彦","","タカハシ　カズヒコ","芦屋市宮塚町１３番２０号","個人（組合発行者を除く）",""
"E25961","個人（組合発行者を除く）","","","","","出原　正博","","イデハラ　マサヒロ","福山市東桜町１番１５－２８０２号","個人（組合発行者を除く）",""
"E25962","個人（組合発行者を除く）","","","","","河野　剛士","","コウノ　タケシ","奈良市北登美ヶ丘２―６―２３","個人（組合発行者を除く）",""
"E25964","外国法人・組合（有価証券報告書等の提出義務者以外）","","","4","","Ｔｒａｖｅｌｅｒ　Ｈｏｌｄｉｎｇｓ","","トラベラー　ホールディングス","ケイマン諸島、グランド・ケイマンＫＹ１－１２０３、私書箱３０５９２号、６４アース・クロース、ランドマーク・スクウェア３階","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25966","個人（組合発行者を除く）","","","","","上原　昭二","","ウエハラ　ショウジ","新宿区下落合３丁目１１番６号","個人（組合発行者を除く）",""
"E25968","内国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","株式会社ＡＲパートナーズ","","カブシキカイシャエーアールパートナーズ","東京都港区赤坂一丁目４番１４号ダイヤモンドビル赤坂５階","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25969","内国法人・組合","非上場","無","233","10月31日","ベルグアース株式会社","Berg Earth co.,Ltd.","ベルグアースカブシキガイシャ","宇和島市津島町北灘甲８８番地１","水産・農林業","13830"
"E25970","内国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","友好エステート株式会社","","ユウコウエステートカブシキガイシャ","姫路市元塩町３８番地１ロワイヤル元塩町９０１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25976","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","有限会社乃村","","ユウゲンカイシャノムラ","渋谷区神山町３９－１２","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25983","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＯＣＥＡＮ　ＰＥＡＲＬ　ＩＮＶＥＳＴＭＥＮＴ　ＬＩＭＩＴＥＤ","","オーシャン　パール　インベストメント　リミテッド","アイルランド　ダブリン２　サー・ジョン・ロジャーソンズ・キー７８","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25984","個人（組合発行者を除く）","","","","","目野　邦彦","","メノ　クニヒコ","小郡市三沢９７９番地","個人（組合発行者を除く）",""
"E25988","内国法人・組合（有価証券報告書等の提出義務者以外）","","","283","","にぎわいパートナーズ株式会社","","ニギワイパートナーズカブシキカイシャ","港区赤坂三丁目１６番１１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25989","個人（組合発行者を除く）","","","","","福田　光明","","フクダ　コウメイ","さいたま市南区文蔵５丁目２８－１０","個人（組合発行者を除く）",""
"E25991","個人（非居住者）（組合発行者を除く）","","","","","Ｗｉｌｌｉａｍ　Ｍａｂｅｙ","","ウィリアム　メイビー","イギリス　ブッカム　サリー　サニーフィールズ　ミードゥサイド","個人（非居住者）（組合発行者を除く）",""
"E25994","外国法人・組合","非上場","無","425526","12月末日","ノルデア・バンク・アクツィエボラーグ・プブリクト","","ノルデアバンクアクツィエボラーグプブリクト","スウェーデン王国ＳＥ－１０５　７１　ストックホルム　スモーランズガータン１７","外国法人・組合",""
"E25995","個人（組合発行者を除く）","","","","","野田　由紀子","","ノダ　ユキコ","瀬戸市南山町３丁目１３３の１","個人（組合発行者を除く）",""
"E25996","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","アロー・エレクトロニクス・ジャパン合同会社","","アローエレクトロニクスジャパンゴウドウガイシャ","中央区築地一丁目１２番２２号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25998","外国法人・組合（有価証券報告書等の提出義務者以外）","","","4","","アロー・エレクトロニクス（シーアイ）リミテッド","","アローエレクトロニクスシーアイリミテッド","ケイマン諸島ＫＹ１―１２０５、グランドケイマン、私書箱３１１０６、ウエスト・ベイ・ロード、レガッタ・オフィス・パーク、シトコ気付","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E25999","個人（非居住者）（組合発行者を除く）","","","","","小林　正典","","コバヤシ　マサノリ","Ｓｕｉｔｅ　３００４，Ｐａｃｉｆｉｃ　Ｐｌａｃｅ　Ａｐａｒｔｍｅｎｔｓ，Ｐａｃｉｆｉｃ　Ｐｌａｃｅ，８８　Ｑｕｅｅｎｓｗａｙ，Ｈｏｎｇ　Ｋｏｎｇ","個人（非居住者）（組合発行者を除く）",""
"E26001","個人（組合発行者を除く）","","","","","浅見　満","","アサミ　ミツル","中野区弥生町４－３５－１０　２０４号","個人（組合発行者を除く）",""
"E26002","個人（組合発行者を除く）","","","","","真田　哲弥","","サナダ　テツヤ","江東区豊洲２－５－２－３２０１","個人（組合発行者を除く）",""
"E26004","個人（組合発行者を除く）","","","","","髙宮　章好","","タカミヤ　アキヨシ","江東区豊洲５丁目５番１－３１０８号","個人（組合発行者を除く）",""
"E26005","外国法人・組合（有価証券報告書等の提出義務者以外）","","","98","","香港蘇寧電器有限公司","","ホンコンソネイユウゲンコンス","Ｒｏｏｍ　１１０２－１１０３　Ｋｏｗｌｏｏｎ　ｂｌｄｇ，５５　Ｎａｔｈａｎ　Ｒｏａｄ，Ｋｏｗｌｏｏｎ，ＨＫ","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26006","外国法人・組合","非上場","有","2840","12月31日","アメリカ・モバイル","","アメリカ　モバイル","カエ　ラゴ　ズリク　２４５　エディフィシオ　テルセル　グラナダ　アンプリアシオン　ディストリート　フェデラル　１１５２９　メキシコ","外国法人・組合",""
"E26007","個人（組合発行者を除く）","","","","","小林　孝雄","","コバヤシ　タカオ","港区南麻布１丁目２７番２３号","個人（組合発行者を除く）",""
"E26008","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","マーブルホールディングス株式会社","","マーブルホールディングスカブシキカイシャ","千代田区紀尾井町４番１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26011","個人（組合発行者を除く）","","","","","荒牧　杉夫","","アラマキ　スギオ","尼崎市塚口町１丁目１８番７－６０１号","個人（組合発行者を除く）",""
"E26012","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","公益財団法人深田地質研究所","","コウエキザイダンホウジンフカダチシツケンキュウショ","文京区本駒込２丁目１３番１２号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26013","個人（組合発行者を除く）","","","","","木村　通秀","","キムラ　ミチヒデ","港区赤坂１－１１－１２－１２０２","個人（組合発行者を除く）",""
"E26014","内国法人・組合（有価証券報告書等の提出義務者以外）","","","461","","ウエルインベストメント株式会社","","ウエルインベストメントカブシキガイシャ","新宿区喜久井町６５番地","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26024","個人（組合発行者を除く）","","","","","吉田　文紀","","ヨシダ　フミノリ","熱海市泉２４９－３７","個人（組合発行者を除く）",""
"E26025","個人（組合発行者を除く）","","","","","石田渉","","イシダワタル","六本木６－１２－３　Ｃ－１６０３","個人（組合発行者を除く）",""
"E26030","内国法人・組合（有価証券報告書等の提出義務者以外）","","","130","","一般財団法人エン人財教育センター","","イッパンザイダンホウジンエンジンザイキョウイクセンター","新宿区舟町４番地４","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26031","個人（組合発行者を除く）","","","","","今井　政江","","イマイ　マサエ","練馬区高野台５丁目４番４号","個人（組合発行者を除く）",""
"E26032","内国法人・組合","上場","無","221","12月末日","株式会社リブセンス","Livesense Inc.","カブシキガイシャリブセンス","品川区上大崎２丁目２５番２号","サービス業","60540"
"E26034","個人（組合発行者を除く）","","","","","森畠　雅春","","モリバタケ　マサハル","葛飾区新小岩１－４９－７－８０４","個人（組合発行者を除く）",""
