ダウンロード実行日,2014年01月26日現在,件数,10135件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード
"E01891","内国法人・組合","上場","有","2150"," 3月31日","アジアグロースキャピタル株式会社","ASIA GROWTH CAPITAL,LTD","アジアグロースキャピタルカブシキガイシャ","港区高輪二丁目１５番８号","電気機器","69930"
"E01892","内国法人・組合","上場","有","187457"," 3月31日","株式会社デンソー","DENSO CORPORATION","カブシキガイシャデンソー","刈谷市昭和町１丁目１番地","輸送用機器","69020"
"E01895","内国法人・組合","上場","有","2546"," 3月31日","新神戸電機株式会社","Shin-Kobe Electric Machinery Co.,Ltd.","シンコウベデンキカブシキガイシャ","中央区明石町８番１号","電気機器",""
"E01896","内国法人・組合","上場","有","28301"," 3月31日","ＦＤＫ株式会社","FDK CORPORATION","エフディーケイカブシキガイシャ","港区新橋五丁目３６番１１号","電気機器","69550"
"E01897","内国法人・組合","上場","有","8774"," 3月31日","電気興業株式会社","Denki Kogyo Company,Limited","デンキコウギョウカブシキカイシャ","千代田区丸の内三丁目３番１号","電気機器","67060"
"E01898","内国法人・組合","上場","有","22856"," 3月31日","株式会社東海理化電機製作所","TOKAI RIKA CO.,LTD.","カブシキガイシャトウカイリカデンキセイサクショ","丹羽郡大口町豊田三丁目２６０番地","輸送用機器","69950"
"E01899","内国法人・組合","上場","有","5001"," 3月31日","株式会社指月電機製作所","SHIZUKI ELECTRIC COMPANY INC.","カブシキガイシャシヅキデンキセイサクショ","西宮市大社町１０番４５号","電気機器","69940"
"E01900","内国法人・組合","上場","有","748"," 3月31日","国産電機株式会社","Kokusan Denki Co.,Ltd.","コクサンデンキカブシキガイシャ","沼津市大岡３７４４","電気機器","69920"
"E01901","内国法人・組合","上場","有","11952","12月31日","株式会社　堀場製作所","HORIBA,Ltd.","カブシキガイシャ　ホリバセイサクショ","京都市南区吉祥院宮の東町２番地","電気機器","68560"
"E01902","内国法人・組合","上場","有","6033"," 3月31日","コーア株式会社（定款上の商号「ＫＯＡ株式会社」）","KOA CORPORATION","コーアカブシキガイシャ","伊那市荒井３６７２番地（上記は登記上の本店所在地であり、実際の業務は下記の場所で行っております）長野県上伊那郡箕輪町大字中箕輪１４０１６番地","電気機器","69990"
"E01903","内国法人・組合","上場","有","7544"," 3月31日","日本光電工業株式会社","NIHON KOHDEN CORPORATION","ニホンコウデンコウギョウカブシキガイシャ","新宿区西落合一丁目３１番４号","電気機器","68490"
"E01904","内国法人・組合","上場","有","14286"," 3月31日","ニチコン株式会社","nichicon corporation","ニチコンカブシキガイシャ","京都市中京区烏丸通御池上る二条殿町５５１番地","電気機器","69960"
"E01905","内国法人・組合","上場","有","6740"," 3月31日","日本電子株式会社","JEOL Ltd.","ニホンデンシカブシキガイシャ","昭島市武蔵野三丁目１番２号","電気機器","69510"
"E01906","内国法人・組合","上場","有","724","12月31日","株式会社日本抵抗器製作所","JAPAN RESISTOR MFG.CO.,LTD.","カブシキガイシャニホンテイコウキセイサクショ","南砺市北野２３１５番地","電気機器","69770"
"E01907","内国法人・組合","上場","有","2509"," 3月31日","日本タングステン株式会社","Nippon Tungsten Co.,Ltd.","ニッポンタングステンカブシキガイシャ","福岡市博多区美野島一丁目２番８号","電気機器","69980"
"E01909","内国法人・組合","上場","有","11016"," 3月31日","ＣＫＤ株式会社","CKD Corporation","シーケーディカブシキガイシャ","小牧市応時二丁目２５０番地","機械","64070"
"E01912","内国法人・組合","上場","有","1048"," 3月31日","森尾電機株式会社","","モリオデンキカブシキガイシャ","葛飾区青戸４－２２－１６","電気機器","66470"
"E01913","内国法人・組合","上場","有","11037"," 3月31日","サンデン株式会社","SANDEN CORPORATION","サンデンカブシキガイシャ","伊勢崎市寿町２０番地","機械","64440"
"E01914","内国法人・組合","上場","有","69376"," 3月31日","株式会社村田製作所","","カブシキガイシャムラタセイサクショ","長岡京市東神足１丁目１０番１号","電気機器","69810"
"E01916","内国法人・組合","上場","無","658"," 3月31日","株式会社　リード","The Lead Co., Inc.","カブシキガイシャ　リード","熊谷市弥藤吾５７８番地","輸送用機器","69820"
"E01917","内国法人・組合","上場","有","1640"," 3月31日","古河電池株式会社","The Furukawa Battery Co.,Ltd.","フルカワデンチカブシキガイシャ","横浜市保土ヶ谷区星川二丁目４番１号","電気機器","69370"
"E01918","内国法人・組合","非上場","無","240","11月30日","日電工業株式会社","","ニチデンコウギョウカブシキガイシャ","藤沢市小塚１２６番地","電気機器",""
"E01920","内国法人・組合","上場","有","24206"," 3月31日","株式会社マキタ","Makita Corporation","カブシキガイシャマキタ","安城市住吉町３丁目１１番８号","機械","65860"
"E01921","内国法人・組合","上場","有","1309","12月31日","株式会社共和電業","KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.","カブシキガイシャキョウワデンギョウ","調布市調布ヶ丘３丁目５番地１","電気機器","68530"
"E01923","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","エナジーサポート株式会社","","エナジーサポートカブシキガイシャ","犬山市字上小針１番地","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E01925","内国法人・組合","上場","有","3508","12月31日","エルナー株式会社","ELNA CO.,LTD.","エルナーカブシキガイシャ","横浜市港北区新横浜三丁目８番１１号","電気機器","69720"
"E01926","内国法人・組合","上場","有","15751"," 3月31日","日本ケミコン株式会社","NIPPON CHEMI-CON CORPORATION","ニッポンケミコンカブシキガイシャ","品川区大崎五丁目６番４号","電気機器","69970"
"E01927","内国法人・組合","非上場","有","4650"," 3月31日","三洋電機コンシューマエレクトロニクス株式会社","SANYO Consumer Electronics Co., Ltd.","サンヨウデンキコンシューマエレクトロニクスカブシキガイシャ","鳥取市立川町７丁目１０１番地","電気機器",""
"E01928","内国法人・組合","上場","有","2295"," 3月31日","岡谷電機産業株式会社","OKAYA ELECTRIC INDUSTRIES CO.,LTD.","オカヤデンキサンギョウカブシキガイシャ","世田谷区等々力六丁目１６番９号","電気機器","69260"
"E01929","内国法人・組合","上場","有","19556"," 3月31日","ウシオ電機株式会社","USHIO INC.","ウシオデンキカブシキガイシャ","千代田区大手町二丁目６番１号","電気機器","69250"
"E01930","内国法人・組合","上場","有","2658"," 3月31日","西部電機株式会社","Seibu Electric & Machinery Co., Ltd.","セイブデンキカブシキガイシャ","古賀市駅東三丁目３番１号","機械","61440"
"E01932","内国法人・組合","上場","有","6000"," 3月31日","ティアック株式会社","TEAC CORPORATION","ティアックカブシキガイシャ","多摩市落合一丁目４７番地","電気機器","68030"
"E01933","内国法人・組合","上場","有","2219"," 3月31日","松尾電機株式会社","matsuo electric co.,ltd.","マツオデンキカブシキガイシャ","豊中市千成町３丁目５番３号","電気機器","69690"
"E01934","内国法人・組合","上場","有","2234"," 3月31日","日本インター株式会社","Nihon Inter Electronics Corporation","ニホンインターカブシキガイシャ","秦野市曽屋１２０４番地","電気機器","69740"
"E01935","内国法人・組合","上場","有","48592"," 3月31日","カシオ計算機株式会社","CASIO COMPUTER CO.,LTD.","カシオケイサンキカブシキガイシャ","渋谷区本町１－６－２","電気機器","69520"
"E01939","内国法人・組合","上場","有","9404"," 3月31日","ヒロセ電機株式会社","HIROSE ELECTRIC CO.,LTD.","ヒロセデンキカブシキガイシャ","品川区大崎五丁目５番２３号","電気機器","68060"
"E01940","内国法人・組合","上場","有","503"," 3月31日","株式会社中央製作所","Chuo Seisakusho,Ltd.","カブシキガイシャチュウオウセイサクショ","名古屋市瑞穂区内浜町２４番１号","電気機器","68460"
"E01942","内国法人・組合","上場","有","100"," 3月31日","株式会社テクノ・セブン","TECHNOL SEVEN CO.,LTD.","カブシキガイシャテクノセブン","中央区日本橋本町４－８－１４","電気機器","68520"
"E01944","内国法人・組合","上場","有","20704","12月31日","マブチモーター株式会社","MABUCHI MOTOR CO., LTD.","マブチモーターカブシキガイシャ","松戸市松飛台４３０","電気機器","65920"
"E01946","内国法人・組合","上場","有","69014"," 3月31日","ファナック株式会社","FANUC LTD","ファナック　カブシキガイシャ","南都留郡忍野村忍草字古馬場３５８０番地","電気機器","69540"
"E01947","内国法人・組合","非上場","有","12203"," 3月末日","日立マクセル株式会社","Hitachi Maxell, Ltd.","ヒタチマクセルカブシキガイシャ","茨木市丑寅一丁目１番８８号","電気機器",""
"E01948","内国法人・組合","上場","有","1232"," 3月31日","株式会社ジャルコ","Jalco Company Limited","カブシキガイシャジャルコ","文京区湯島一丁目６番１号","電気機器",""
"E01950","内国法人・組合","上場","有","32363"," 3月31日","株式会社アドバンテスト","ADVANTEST CORPORATION","カブシキガイシャアドバンテスト","練馬区旭町一丁目３２番１号","電気機器","68570"
"E01951","内国法人・組合","上場","有","10056"," 3月31日","ＩＤＥＣ株式会社","IDEC CORPORATION","アイデックカブシキガイシャ","大阪市淀川区西宮原２丁目６番６４号","電気機器","66520"
"E01952","内国法人・組合","上場","有","19344"," 3月31日","株式会社大真空","DAISHINKU CORP.","カブシキガイシャダイシンクウ","加古川市平岡町新在家字鴻野１３８９番地","電気機器","69620"
